mmwr_week,week,week_start,week_end,season,pathogen,lab_tot_tested,lab_tot_positive,lab_pct_positive,lab_tot_tested_cumulative,lab_tot_positive_cumulative,lab_pct_positive_cumulative,current_week_ending,row_id
202124,24,06/13/2021,06/19/2021,2020-2021,Parainfluenza,102,8,0.0784313725,2466,49,0.02,06/15/2024,202124-Parainfluenza
202124,24,06/13/2021,06/19/2021,2020-2021,RSV,97,3,0.0309278351,6628,16,0.00,06/15/2024,202124-RSV
202124,24,06/13/2021,06/19/2021,2020-2021,Rhinovirus/Enterovirus,102,17,0.1666666667,2456,308,0.13,06/15/2024,202124-Rhinovirus/Enterovirus
202124,24,06/13/2021,06/19/2021,2020-2021,SARS-CoV-2,3402,36,0.0105820106,289543,28174,0.10,06/15/2024,202124-SARS-CoV-2
202124,24,06/13/2021,06/19/2021,2020-2021,Seasonal Coronaviruses,60,2,0.0333333333,1829,30,0.02,06/15/2024,202124-Seasonal Coronaviruses
202125,25,06/20/2021,06/26/2021,2020-2021,Adenovirus,142,3,0.0211267606,2598,28,0.01,06/22/2024,202125-Adenovirus
202125,25,06/20/2021,06/26/2021,2020-2021,Human Metapneumovirus,142,3,0.0211267606,2608,25,0.01,06/22/2024,202125-Human Metapneumovirus
202125,25,06/20/2021,06/26/2021,2020-2021,Influenza,460,0,0,27829,5,0.00,06/22/2024,202125-Influenza
202125,25,06/20/2021,06/26/2021,2020-2021,Parainfluenza,142,13,0.0915492958,2608,62,0.02,06/22/2024,202125-Parainfluenza
202125,25,06/20/2021,06/26/2021,2020-2021,RSV,139,8,0.0575539568,6767,24,0.00,06/22/2024,202125-RSV
202125,25,06/20/2021,06/26/2021,2020-2021,Rhinovirus/Enterovirus,142,34,0.2394366197,2598,342,0.13,06/22/2024,202125-Rhinovirus/Enterovirus
202125,25,06/20/2021,06/26/2021,2020-2021,SARS-CoV-2,2888,35,0.0121191136,292431,28209,0.10,06/22/2024,202125-SARS-CoV-2
202125,25,06/20/2021,06/26/2021,2020-2021,Seasonal Coronaviruses,106,3,0.0283018868,1935,33,0.02,06/22/2024,202125-Seasonal Coronaviruses
202126,26,06/27/2021,07/03/2021,2020-2021,Adenovirus,135,0,0,2733,28,0.01,06/29/2024,202126-Adenovirus
202126,26,06/27/2021,07/03/2021,2020-2021,Human Metapneumovirus,135,3,0.0222222222,2743,28,0.01,06/29/2024,202126-Human Metapneumovirus
202126,26,06/27/2021,07/03/2021,2020-2021,Influenza,403,0,0,28232,5,0.00,06/29/2024,202126-Influenza
202126,26,06/27/2021,07/03/2021,2020-2021,Parainfluenza,135,18,0.1333333333,2743,80,0.03,06/29/2024,202126-Parainfluenza
202126,26,06/27/2021,07/03/2021,2020-2021,RSV,135,5,0.037037037,6902,29,0.00,06/29/2024,202126-RSV
202126,26,06/27/2021,07/03/2021,2020-2021,Rhinovirus/Enterovirus,135,37,0.2740740741,2733,379,0.14,06/29/2024,202126-Rhinovirus/Enterovirus
202126,26,06/27/2021,07/03/2021,2020-2021,SARS-CoV-2,2627,33,0.0125618576,295058,28242,0.10,06/29/2024,202126-SARS-CoV-2
202126,26,06/27/2021,07/03/2021,2020-2021,Seasonal Coronaviruses,105,4,0.0380952381,2040,37,0.02,06/29/2024,202126-Seasonal Coronaviruses
202127,27,07/04/2021,07/10/2021,2020-2021,Adenovirus,194,3,0.0154639175,2927,31,0.01,07/06/2024,202127-Adenovirus
202127,27,07/04/2021,07/10/2021,2020-2021,Human Metapneumovirus,194,0,0,2937,28,0.01,07/06/2024,202127-Human Metapneumovirus
202127,27,07/04/2021,07/10/2021,2020-2021,Influenza,485,0,0,28717,5,0.00,07/06/2024,202127-Influenza
202127,27,07/04/2021,07/10/2021,2020-2021,Parainfluenza,194,23,0.118556701,2937,103,0.04,07/06/2024,202127-Parainfluenza
202127,27,07/04/2021,07/10/2021,2020-2021,RSV,188,4,0.0212765957,7090,33,0.00,07/06/2024,202127-RSV
202127,27,07/04/2021,07/10/2021,2020-2021,Rhinovirus/Enterovirus,194,24,0.1237113402,2927,403,0.14,07/06/2024,202127-Rhinovirus/Enterovirus
202127,27,07/04/2021,07/10/2021,2020-2021,SARS-CoV-2,2647,44,0.0166225916,297705,28286,0.10,07/06/2024,202127-SARS-CoV-2
202127,27,07/04/2021,07/10/2021,2020-2021,Seasonal Coronaviruses,152,0,0,2192,37,0.02,07/06/2024,202127-Seasonal Coronaviruses
202128,28,07/11/2021,07/17/2021,2020-2021,Adenovirus,102,2,0.0196078431,3029,33,0.01,07/13/2024,202128-Adenovirus
202128,28,07/11/2021,07/17/2021,2020-2021,Human Metapneumovirus,102,1,0.0098039216,3039,29,0.01,07/13/2024,202128-Human Metapneumovirus
202128,28,07/11/2021,07/17/2021,2020-2021,Influenza,458,0,0,29175,5,0.00,07/13/2024,202128-Influenza
202128,28,07/11/2021,07/17/2021,2020-2021,Parainfluenza,102,17,0.1666666667,3039,120,0.04,07/13/2024,202128-Parainfluenza
202128,28,07/11/2021,07/17/2021,2020-2021,RSV,98,5,0.0510204082,7188,38,0.01,07/13/2024,202128-RSV
202128,28,07/11/2021,07/17/2021,2020-2021,Rhinovirus/Enterovirus,102,12,0.1176470588,3029,415,0.14,07/13/2024,202128-Rhinovirus/Enterovirus
202128,28,07/11/2021,07/17/2021,2020-2021,SARS-CoV-2,2935,77,0.0262350937,300640,28363,0.09,07/13/2024,202128-SARS-CoV-2
202128,28,07/11/2021,07/17/2021,2020-2021,Seasonal Coronaviruses,70,1,0.0142857143,2262,38,0.02,07/13/2024,202128-Seasonal Coronaviruses
202129,29,07/18/2021,07/24/2021,2020-2021,Adenovirus,115,1,0.0086956522,3144,34,0.01,07/20/2024,202129-Adenovirus
202129,29,07/18/2021,07/24/2021,2020-2021,Human Metapneumovirus,115,1,0.0086956522,3154,30,0.01,07/20/2024,202129-Human Metapneumovirus
202129,29,07/18/2021,07/24/2021,2020-2021,Influenza,478,0,0,29653,5,0.00,07/20/2024,202129-Influenza
202129,29,07/18/2021,07/24/2021,2020-2021,Parainfluenza,115,10,0.0869565217,3154,130,0.04,07/20/2024,202129-Parainfluenza
202129,29,07/18/2021,07/24/2021,2020-2021,RSV,107,4,0.0373831776,7295,42,0.01,07/20/2024,202129-RSV
202129,29,07/18/2021,07/24/2021,2020-2021,Rhinovirus/Enterovirus,115,24,0.2086956522,3144,439,0.14,07/20/2024,202129-Rhinovirus/Enterovirus
202129,29,07/18/2021,07/24/2021,2020-2021,SARS-CoV-2,3317,102,0.0307506783,303957,28465,0.09,07/20/2024,202129-SARS-CoV-2
202129,29,07/18/2021,07/24/2021,2020-2021,Seasonal Coronaviruses,71,4,0.0563380282,2333,42,0.02,07/20/2024,202129-Seasonal Coronaviruses
202130,30,07/25/2021,07/31/2021,2020-2021,Adenovirus,146,3,0.0205479452,3290,37,0.01,07/27/2024,202130-Adenovirus
202130,30,07/25/2021,07/31/2021,2020-2021,Human Metapneumovirus,146,0,0,3300,30,0.01,07/27/2024,202130-Human Metapneumovirus
202130,30,07/25/2021,07/31/2021,2020-2021,Influenza,563,0,0,30216,5,0.00,07/27/2024,202130-Influenza
202130,30,07/25/2021,07/31/2021,2020-2021,Parainfluenza,146,11,0.0753424658,3300,141,0.04,07/27/2024,202130-Parainfluenza
202130,30,07/25/2021,07/31/2021,2020-2021,RSV,141,15,0.1063829787,7436,57,0.01,07/27/2024,202130-RSV
202130,30,07/25/2021,07/31/2021,2020-2021,Rhinovirus/Enterovirus,146,32,0.2191780822,3290,471,0.14,07/27/2024,202130-Rhinovirus/Enterovirus
202130,30,07/25/2021,07/31/2021,2020-2021,SARS-CoV-2,3887,165,0.0424491896,307844,28630,0.09,07/27/2024,202130-SARS-CoV-2
202130,30,07/25/2021,07/31/2021,2020-2021,Seasonal Coronaviruses,87,3,0.0344827586,2420,45,0.02,07/27/2024,202130-Seasonal Coronaviruses
202131,31,08/01/2021,08/07/2021,2020-2021,Adenovirus,217,2,0.0092165899,3507,39,0.01,08/03/2024,202131-Adenovirus
202131,31,08/01/2021,08/07/2021,2020-2021,Human Metapneumovirus,217,2,0.0092165899,3517,32,0.01,08/03/2024,202131-Human Metapneumovirus
202131,31,08/01/2021,08/07/2021,2020-2021,Influenza,618,0,0,30834,5,0.00,08/03/2024,202131-Influenza
202131,31,08/01/2021,08/07/2021,2020-2021,Parainfluenza,217,20,0.0921658986,3517,161,0.05,08/03/2024,202131-Parainfluenza
202131,31,08/01/2021,08/07/2021,2020-2021,RSV,216,26,0.1203703704,7652,83,0.01,08/03/2024,202131-RSV
202131,31,08/01/2021,08/07/2021,2020-2021,Rhinovirus/Enterovirus,217,34,0.1566820276,3507,505,0.14,08/03/2024,202131-Rhinovirus/Enterovirus
202131,31,08/01/2021,08/07/2021,2020-2021,SARS-CoV-2,4398,253,0.0575261482,312242,28883,0.09,08/03/2024,202131-SARS-CoV-2
202131,31,08/01/2021,08/07/2021,2020-2021,Seasonal Coronaviruses,168,2,0.0119047619,2588,47,0.02,08/03/2024,202131-Seasonal Coronaviruses
202132,32,08/08/2021,08/14/2021,2020-2021,Adenovirus,226,3,0.0132743363,3733,42,0.01,08/10/2024,202132-Adenovirus
202132,32,08/08/2021,08/14/2021,2020-2021,Human Metapneumovirus,226,0,0,3743,32,0.01,08/10/2024,202132-Human Metapneumovirus
202132,32,08/08/2021,08/14/2021,2020-2021,Influenza,628,0,0,31462,5,0.00,08/10/2024,202132-Influenza
202132,32,08/08/2021,08/14/2021,2020-2021,Parainfluenza,226,25,0.110619469,3743,186,0.05,08/10/2024,202132-Parainfluenza
202132,32,08/08/2021,08/14/2021,2020-2021,RSV,226,34,0.1504424779,7878,117,0.01,08/10/2024,202132-RSV
202132,32,08/08/2021,08/14/2021,2020-2021,Rhinovirus/Enterovirus,226,42,0.185840708,3733,547,0.15,08/10/2024,202132-Rhinovirus/Enterovirus
202132,32,08/08/2021,08/14/2021,2020-2021,SARS-CoV-2,4737,332,0.0700865527,316979,29215,0.09,08/10/2024,202132-SARS-CoV-2
202132,32,08/08/2021,08/14/2021,2020-2021,Seasonal Coronaviruses,161,4,0.0248447205,2749,51,0.02,08/10/2024,202132-Seasonal Coronaviruses
202133,33,08/15/2021,08/21/2021,2020-2021,Adenovirus,208,1,0.0048076923,3941,43,0.01,08/17/2024,202133-Adenovirus
202133,33,08/15/2021,08/21/2021,2020-2021,Human Metapneumovirus,208,2,0.0096153846,3951,34,0.01,08/17/2024,202133-Human Metapneumovirus
202133,33,08/15/2021,08/21/2021,2020-2021,Influenza,664,0,0,32126,5,0.00,08/17/2024,202133-Influenza
202133,33,08/15/2021,08/21/2021,2020-2021,Parainfluenza,208,21,0.1009615385,3951,207,0.05,08/17/2024,202133-Parainfluenza
202133,33,08/15/2021,08/21/2021,2020-2021,RSV,211,30,0.1421800948,8089,147,0.02,08/17/2024,202133-RSV
202133,33,08/15/2021,08/21/2021,2020-2021,Rhinovirus/Enterovirus,208,35,0.1682692308,3941,582,0.15,08/17/2024,202133-Rhinovirus/Enterovirus
202133,33,08/15/2021,08/21/2021,2020-2021,SARS-CoV-2,5588,333,0.0595919828,322567,29548,0.09,08/17/2024,202133-SARS-CoV-2
202133,33,08/15/2021,08/21/2021,2020-2021,Seasonal Coronaviruses,151,2,0.0132450331,2900,53,0.02,08/17/2024,202133-Seasonal Coronaviruses
202134,34,08/22/2021,08/28/2021,2020-2021,Adenovirus,325,3,0.0092307692,4266,46,0.01,08/24/2024,202134-Adenovirus
202134,34,08/22/2021,08/28/2021,2020-2021,Human Metapneumovirus,325,0,0,4276,34,0.01,08/24/2024,202134-Human Metapneumovirus
202134,34,08/22/2021,08/28/2021,2020-2021,Influenza,740,0,0,32866,5,0.00,08/24/2024,202134-Influenza
202134,34,08/22/2021,08/28/2021,2020-2021,Parainfluenza,325,16,0.0492307692,4276,223,0.05,08/24/2024,202134-Parainfluenza
202134,34,08/22/2021,08/28/2021,2020-2021,RSV,332,50,0.1506024096,8421,197,0.02,08/24/2024,202134-RSV
202134,34,08/22/2021,08/28/2021,2020-2021,Rhinovirus/Enterovirus,325,48,0.1476923077,4266,630,0.15,08/24/2024,202134-Rhinovirus/Enterovirus
202134,34,08/22/2021,08/28/2021,2020-2021,SARS-CoV-2,6256,379,0.0605818414,328823,29927,0.09,08/24/2024,202134-SARS-CoV-2
202134,34,08/22/2021,08/28/2021,2020-2021,Seasonal Coronaviruses,261,5,0.0191570881,3161,58,0.02,08/24/2024,202134-Seasonal Coronaviruses
202135,35,08/29/2021,09/04/2021,2020-2021,Adenovirus,527,2,0.0037950664,4793,48,0.01,08/31/2024,202135-Adenovirus
202135,35,08/29/2021,09/04/2021,2020-2021,Human Metapneumovirus,615,2,0.0032520325,4891,36,0.01,08/31/2024,202135-Human Metapneumovirus
202135,35,08/29/2021,09/04/2021,2020-2021,Influenza,1039,4,0.0038498556,33905,9,0.00,08/31/2024,202135-Influenza
202135,35,08/29/2021,09/04/2021,2020-2021,Parainfluenza,615,20,0.0325203252,4891,243,0.05,08/31/2024,202135-Parainfluenza
202135,35,08/29/2021,09/04/2021,2020-2021,RSV,635,64,0.1007874016,9056,261,0.03,08/31/2024,202135-RSV
202135,35,08/29/2021,09/04/2021,2020-2021,Rhinovirus/Enterovirus,615,90,0.1463414634,4881,720,0.15,08/31/2024,202135-Rhinovirus/Enterovirus
202135,35,08/29/2021,09/04/2021,2020-2021,SARS-CoV-2,6533,377,0.0577070259,335356,30304,0.09,08/31/2024,202135-SARS-CoV-2
202135,35,08/29/2021,09/04/2021,2020-2021,Seasonal Coronaviruses,524,6,0.0114503817,3685,64,0.02,08/31/2024,202135-Seasonal Coronaviruses
202136,36,09/05/2021,09/11/2021,2020-2021,Adenovirus,430,4,0.0093023256,5223,52,0.01,09/07/2024,202136-Adenovirus
202136,36,09/05/2021,09/11/2021,2020-2021,Human Metapneumovirus,430,5,0.011627907,5321,41,0.01,09/07/2024,202136-Human Metapneumovirus
202136,36,09/05/2021,09/11/2021,2020-2021,Influenza,888,1,0.0011261261,34793,10,0.00,09/07/2024,202136-Influenza
202136,36,09/05/2021,09/11/2021,2020-2021,Parainfluenza,430,29,0.0674418605,5321,272,0.05,09/07/2024,202136-Parainfluenza
202136,36,09/05/2021,09/11/2021,2020-2021,RSV,469,56,0.1194029851,9525,317,0.03,09/07/2024,202136-RSV
202136,36,09/05/2021,09/11/2021,2020-2021,Rhinovirus/Enterovirus,430,99,0.2302325581,5311,819,0.15,09/07/2024,202136-Rhinovirus/Enterovirus
202136,36,09/05/2021,09/11/2021,2020-2021,SARS-CoV-2,6670,310,0.0464767616,342026,30614,0.09,09/07/2024,202136-SARS-CoV-2
202136,36,09/05/2021,09/11/2021,2020-2021,Seasonal Coronaviruses,342,3,0.0087719298,4027,67,0.02,09/07/2024,202136-Seasonal Coronaviruses
202137,37,09/12/2021,09/18/2021,2020-2021,Adenovirus,479,5,0.0104384134,5702,57,0.01,09/14/2024,202137-Adenovirus
202137,37,09/12/2021,09/18/2021,2020-2021,Human Metapneumovirus,479,6,0.012526096,5800,47,0.01,09/14/2024,202137-Human Metapneumovirus
202137,37,09/12/2021,09/18/2021,2020-2021,Influenza,959,2,0.0020855057,35752,12,0.00,09/14/2024,202137-Influenza
202137,37,09/12/2021,09/18/2021,2020-2021,Parainfluenza,479,22,0.0459290188,5800,294,0.05,09/14/2024,202137-Parainfluenza
202137,37,09/12/2021,09/18/2021,2020-2021,RSV,527,64,0.1214421252,10052,381,0.04,09/14/2024,202137-RSV
202137,37,09/12/2021,09/18/2021,2020-2021,Rhinovirus/Enterovirus,479,144,0.3006263048,5790,963,0.17,09/14/2024,202137-Rhinovirus/Enterovirus
202137,37,09/12/2021,09/18/2021,2020-2021,SARS-CoV-2,7648,298,0.0389644351,349674,30912,0.09,09/14/2024,202137-SARS-CoV-2
202137,37,09/12/2021,09/18/2021,2020-2021,Seasonal Coronaviruses,363,5,0.0137741047,4390,72,0.02,09/14/2024,202137-Seasonal Coronaviruses
202138,38,09/19/2021,09/25/2021,2020-2021,Adenovirus,386,4,0.0103626943,6088,61,0.01,09/21/2024,202138-Adenovirus
202138,38,09/19/2021,09/25/2021,2020-2021,Human Metapneumovirus,386,0,0,6186,47,0.01,09/21/2024,202138-Human Metapneumovirus
202138,38,09/19/2021,09/25/2021,2020-2021,Influenza,838,0,0,36590,12,0.00,09/21/2024,202138-Influenza
202138,38,09/19/2021,09/25/2021,2020-2021,Parainfluenza,386,27,0.0699481865,6186,321,0.05,09/21/2024,202138-Parainfluenza
202138,38,09/19/2021,09/25/2021,2020-2021,RSV,450,60,0.1333333333,10502,441,0.04,09/21/2024,202138-RSV
202138,38,09/19/2021,09/25/2021,2020-2021,Rhinovirus/Enterovirus,386,108,0.2797927461,6176,1071,0.17,09/21/2024,202138-Rhinovirus/Enterovirus
202138,38,09/19/2021,09/25/2021,2020-2021,SARS-CoV-2,7251,215,0.0296510826,356925,31127,0.09,09/21/2024,202138-SARS-CoV-2
202138,38,09/19/2021,09/25/2021,2020-2021,Seasonal Coronaviruses,286,1,0.0034965035,4676,73,0.02,09/21/2024,202138-Seasonal Coronaviruses
202139,39,09/26/2021,10/02/2021,2020-2021,Adenovirus,319,4,0.012539185,6407,65,0.01,09/28/2024,202139-Adenovirus
202139,39,09/26/2021,10/02/2021,2020-2021,Human Metapneumovirus,319,2,0.0062695925,6505,49,0.01,09/28/2024,202139-Human Metapneumovirus
202139,39,09/26/2021,10/02/2021,2020-2021,Influenza,857,0,0,37447,12,0.00,09/28/2024,202139-Influenza
202139,39,09/26/2021,10/02/2021,2020-2021,Parainfluenza,319,18,0.0564263323,6505,339,0.05,09/28/2024,202139-Parainfluenza
202139,39,09/26/2021,10/02/2021,2020-2021,RSV,438,51,0.1164383562,10940,492,0.04,09/28/2024,202139-RSV
202139,39,09/26/2021,10/02/2021,2020-2021,Rhinovirus/Enterovirus,319,106,0.3322884013,6495,1177,0.18,09/28/2024,202139-Rhinovirus/Enterovirus
202139,39,09/26/2021,10/02/2021,2020-2021,SARS-CoV-2,7281,256,0.0351600055,364206,31383,0.09,09/28/2024,202139-SARS-CoV-2
202139,39,09/26/2021,10/02/2021,2020-2021,Seasonal Coronaviruses,248,2,0.0080645161,4924,75,0.02,09/28/2024,202139-Seasonal Coronaviruses
202140,40,10/03/2021,10/09/2021,2021-2022,Adenovirus,870,20,0.0229885057,870,20,0.02,10/07/2023,202140-Adenovirus
202140,40,10/03/2021,10/09/2021,2021-2022,Human Metapneumovirus,870,1,0.0011494253,870,1,0.00,10/07/2023,202140-Human Metapneumovirus
202140,40,10/03/2021,10/09/2021,2021-2022,Influenza,1994,1,0.0005015045,1994,1,0.00,10/07/2023,202140-Influenza
202140,40,10/03/2021,10/09/2021,2021-2022,Parainfluenza,1266,33,0.0260663507,1266,33,0.03,10/07/2023,202140-Parainfluenza
202140,40,10/03/2021,10/09/2021,2021-2022,RSV,1146,97,0.0846422339,1146,97,0.08,10/07/2023,202140-RSV
202140,40,10/03/2021,10/09/2021,2021-2022,Rhinovirus/Enterovirus,870,271,0.3114942529,870,271,0.31,10/07/2023,202140-Rhinovirus/Enterovirus
202140,40,10/03/2021,10/09/2021,2021-2022,SARS-CoV-2,9812,329,0.033530371,9812,329,0.03,10/07/2023,202140-SARS-CoV-2
202140,40,10/03/2021,10/09/2021,2021-2022,Seasonal Coronaviruses,1178,5,0.0042444822,1178,5,0.00,10/07/2023,202140-Seasonal Coronaviruses
202141,41,10/10/2021,10/16/2021,2021-2022,Adenovirus,776,10,0.0128865979,1646,30,0.02,10/14/2023,202141-Adenovirus
202141,41,10/10/2021,10/16/2021,2021-2022,Human Metapneumovirus,776,4,0.0051546392,1646,5,0.00,10/14/2023,202141-Human Metapneumovirus
202141,41,10/10/2021,10/16/2021,2021-2022,Influenza,1967,0,0,3961,1,0.00,10/14/2023,202141-Influenza
202141,41,10/10/2021,10/16/2021,2021-2022,Parainfluenza,1151,28,0.0243266725,2417,61,0.03,10/14/2023,202141-Parainfluenza
202141,41,10/10/2021,10/16/2021,2021-2022,RSV,1443,159,0.1101871102,2589,256,0.10,10/14/2023,202141-RSV
202141,41,10/10/2021,10/16/2021,2021-2022,Rhinovirus/Enterovirus,776,203,0.2615979381,1646,474,0.29,10/14/2023,202141-Rhinovirus/Enterovirus
202141,41,10/10/2021,10/16/2021,2021-2022,SARS-CoV-2,9045,313,0.034604754,18857,642,0.03,10/14/2023,202141-SARS-CoV-2
202141,41,10/10/2021,10/16/2021,2021-2022,Seasonal Coronaviruses,1037,0,0,2215,5,0.00,10/14/2023,202141-Seasonal Coronaviruses
202142,42,10/17/2021,10/23/2021,2021-2022,Adenovirus,750,12,0.016,2396,42,0.02,10/21/2023,202142-Adenovirus
202142,42,10/17/2021,10/23/2021,2021-2022,Human Metapneumovirus,750,1,0.0013333333,2396,6,0.00,10/21/2023,202142-Human Metapneumovirus
202142,42,10/17/2021,10/23/2021,2021-2022,Influenza,2113,2,0.0009465215,6074,3,0.00,10/21/2023,202142-Influenza
202142,42,10/17/2021,10/23/2021,2021-2022,Parainfluenza,1164,38,0.0326460481,3581,99,0.03,10/21/2023,202142-Parainfluenza
202142,42,10/17/2021,10/23/2021,2021-2022,RSV,1541,128,0.0830629461,4130,384,0.09,10/21/2023,202142-RSV
202142,42,10/17/2021,10/23/2021,2021-2022,Rhinovirus/Enterovirus,750,218,0.2906666667,2396,692,0.29,10/21/2023,202142-Rhinovirus/Enterovirus
202142,42,10/17/2021,10/23/2021,2021-2022,SARS-CoV-2,9313,267,0.0286696016,28170,909,0.03,10/21/2023,202142-SARS-CoV-2
202142,42,10/17/2021,10/23/2021,2021-2022,Seasonal Coronaviruses,1156,2,0.0017301038,3371,7,0.00,10/21/2023,202142-Seasonal Coronaviruses
202143,43,10/24/2021,10/30/2021,2021-2022,Adenovirus,767,24,0.0312907432,3163,66,0.02,10/28/2023,202143-Adenovirus
202143,43,10/24/2021,10/30/2021,2021-2022,Human Metapneumovirus,767,3,0.0039113429,3163,9,0.00,10/28/2023,202143-Human Metapneumovirus
202143,43,10/24/2021,10/30/2021,2021-2022,Influenza,2016,2,0.0009920635,8090,5,0.00,10/28/2023,202143-Influenza
202143,43,10/24/2021,10/30/2021,2021-2022,Parainfluenza,1190,33,0.0277310924,4771,132,0.03,10/28/2023,202143-Parainfluenza
202143,43,10/24/2021,10/30/2021,2021-2022,RSV,1434,122,0.0850767085,5564,506,0.09,10/28/2023,202143-RSV
202143,43,10/24/2021,10/30/2021,2021-2022,Rhinovirus/Enterovirus,767,229,0.2985658409,3163,921,0.29,10/28/2023,202143-Rhinovirus/Enterovirus
202143,43,10/24/2021,10/30/2021,2021-2022,SARS-CoV-2,8938,300,0.0335645558,37108,1209,0.03,10/28/2023,202143-SARS-CoV-2
202143,43,10/24/2021,10/30/2021,2021-2022,Seasonal Coronaviruses,1187,6,0.0050547599,4558,13,0.00,10/28/2023,202143-Seasonal Coronaviruses
202144,44,10/31/2021,11/06/2021,2021-2022,Adenovirus,796,17,0.0213567839,3959,83,0.02,11/04/2023,202144-Adenovirus
202144,44,10/31/2021,11/06/2021,2021-2022,Human Metapneumovirus,796,2,0.0025125628,3959,11,0.00,11/04/2023,202144-Human Metapneumovirus
202144,44,10/31/2021,11/06/2021,2021-2022,Influenza,2306,29,0.012575889,10396,34,0.00,11/04/2023,202144-Influenza
202144,44,10/31/2021,11/06/2021,2021-2022,Parainfluenza,1204,37,0.030730897,5975,169,0.03,11/04/2023,202144-Parainfluenza
202144,44,10/31/2021,11/06/2021,2021-2022,RSV,1638,123,0.0750915751,7202,629,0.09,11/04/2023,202144-RSV
202144,44,10/31/2021,11/06/2021,2021-2022,Rhinovirus/Enterovirus,796,272,0.3417085427,3959,1193,0.30,11/04/2023,202144-Rhinovirus/Enterovirus
202144,44,10/31/2021,11/06/2021,2021-2022,SARS-CoV-2,9308,379,0.0407176622,46416,1588,0.03,11/04/2023,202144-SARS-CoV-2
202144,44,10/31/2021,11/06/2021,2021-2022,Seasonal Coronaviruses,1200,4,0.0033333333,5758,17,0.00,11/04/2023,202144-Seasonal Coronaviruses
202145,45,11/07/2021,11/13/2021,2021-2022,Adenovirus,849,15,0.0176678445,4808,98,0.02,11/11/2023,202145-Adenovirus
202145,45,11/07/2021,11/13/2021,2021-2022,Human Metapneumovirus,849,11,0.0129564193,4808,22,0.00,11/11/2023,202145-Human Metapneumovirus
202145,45,11/07/2021,11/13/2021,2021-2022,Influenza,2999,76,0.0253417806,13395,110,0.01,11/11/2023,202145-Influenza
202145,45,11/07/2021,11/13/2021,2021-2022,Parainfluenza,1296,30,0.0231481481,7271,199,0.03,11/11/2023,202145-Parainfluenza
202145,45,11/07/2021,11/13/2021,2021-2022,RSV,2209,115,0.0520597555,9411,744,0.08,11/11/2023,202145-RSV
202145,45,11/07/2021,11/13/2021,2021-2022,Rhinovirus/Enterovirus,849,193,0.2273262662,4808,1386,0.29,11/11/2023,202145-Rhinovirus/Enterovirus
202145,45,11/07/2021,11/13/2021,2021-2022,SARS-CoV-2,9270,468,0.0504854369,55686,2056,0.04,11/11/2023,202145-SARS-CoV-2
202145,45,11/07/2021,11/13/2021,2021-2022,Seasonal Coronaviruses,1282,9,0.0070202808,7040,26,0.00,11/11/2023,202145-Seasonal Coronaviruses
202146,46,11/14/2021,11/20/2021,2021-2022,Adenovirus,734,18,0.0245231608,5542,116,0.02,11/18/2023,202146-Adenovirus
202146,46,11/14/2021,11/20/2021,2021-2022,Human Metapneumovirus,734,6,0.0081743869,5542,28,0.01,11/18/2023,202146-Human Metapneumovirus
202146,46,11/14/2021,11/20/2021,2021-2022,Influenza,4520,77,0.0170353982,17915,187,0.01,11/18/2023,202146-Influenza
202146,46,11/14/2021,11/20/2021,2021-2022,Parainfluenza,1217,33,0.0271158587,8488,232,0.03,11/18/2023,202146-Parainfluenza
202146,46,11/14/2021,11/20/2021,2021-2022,RSV,3707,159,0.0428918263,13118,903,0.07,11/18/2023,202146-RSV
202146,46,11/14/2021,11/20/2021,2021-2022,Rhinovirus/Enterovirus,734,140,0.1907356948,5542,1526,0.28,11/18/2023,202146-Rhinovirus/Enterovirus
202146,46,11/14/2021,11/20/2021,2021-2022,SARS-CoV-2,9361,519,0.0554427946,65047,2575,0.04,11/18/2023,202146-SARS-CoV-2
202146,46,11/14/2021,11/20/2021,2021-2022,Seasonal Coronaviruses,1207,3,0.0024855012,8247,29,0.00,11/18/2023,202146-Seasonal Coronaviruses
202147,47,11/21/2021,11/27/2021,2021-2022,Adenovirus,645,17,0.0263565891,6187,133,0.02,11/25/2023,202147-Adenovirus
202147,47,11/21/2021,11/27/2021,2021-2022,Human Metapneumovirus,645,7,0.0108527132,6187,35,0.01,11/25/2023,202147-Human Metapneumovirus
202147,47,11/21/2021,11/27/2021,2021-2022,Influenza,3146,37,0.0117609663,21061,224,0.01,11/25/2023,202147-Influenza
202147,47,11/21/2021,11/27/2021,2021-2022,Parainfluenza,1095,26,0.0237442922,9583,258,0.03,11/25/2023,202147-Parainfluenza
202147,47,11/21/2021,11/27/2021,2021-2022,RSV,2393,101,0.0422064354,15511,1004,0.06,11/25/2023,202147-RSV
202147,47,11/21/2021,11/27/2021,2021-2022,Rhinovirus/Enterovirus,645,119,0.184496124,6187,1645,0.27,11/25/2023,202147-Rhinovirus/Enterovirus
202147,47,11/21/2021,11/27/2021,2021-2022,SARS-CoV-2,7083,490,0.0691797261,72130,3065,0.04,11/25/2023,202147-SARS-CoV-2
202147,47,11/21/2021,11/27/2021,2021-2022,Seasonal Coronaviruses,1091,4,0.0036663611,9338,33,0.00,11/25/2023,202147-Seasonal Coronaviruses
202148,48,11/28/2021,12/04/2021,2021-2022,Adenovirus,772,27,0.0349740933,6959,160,0.02,12/02/2023,202148-Adenovirus
